Código,Descrição,Cadastro,Pis Compra,Cofins Compra,Pis Venda,Cofins Venda,Carga Trib Nacional,Carga Trib Estadual,ICMS: Tributação,ICMS: Al. ICMS Int,ICMS: Cálculo ICMS,ICMS: Descreição Cálculo ICMS,ICMS: Pauta Fiscal,CSOSN: Origem Merc,CSOSN: Trib/Isento,CSOSN: Subst. Trib,CST ICMS Não Trib/Isento: Pessoa Física,CST ICMS Não Trib/Isento: Pessoa Jurídica,IPI: CST IPI Entr,IPI: CST IPI Saída,IPI: Tipo Item,IPI: Gên. Item,IPI: Combustível,IPI: Código ANP,IPI: Cód. WFiscal,IPI: Clas. IPI(NCM),IPI: Cód. Selo,IPI: Classe Enq,IPI: Cód. Reduz,PIS/COFINS: CST PIS Entr,PIS/COFINS: CST PIS Saída,PIS/COFINS: CST Cofins Entr,PIS/COFINS: CST Cofins Saída
001469,PA DE LIXO METAL CABO 60 CM,17/12/2018,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004708,96031000,,,,99,99,99,99
001470,RODO DUPLO PLASTICO 60 CM,17/12/2018,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004710,96031000,,,,99,99,99,99
001471,REGUA PLASTICA 30 CM WALEU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,90,,,,90172000,,,,,99,,99
001472,VASSOURA MARGARIDA N. 04,17/12/2018,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004712,96031000,,,,99,99,99,99
001473,PASTA VETROLATERAL 8001 KRAFTSUP.C/GP DELLO,21/12/2018,"0,00 %","0,00 %","0,00 %","0,00 %","21,24 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004715,48209000,,,,99,99,99,99
001474,PERFURADOR 2 FUROS 9780 P/ ATE 35FLS GENMES,27/12/2018,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,84,,,000004721,84729040,,,,99,99,99,99
001475,"SACO DE LIXO PRETO 200 L 0,08 C/ 100 PLASTIPAM",09/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,,39232110,,,,99,99,99,99
001476,ROLETE AUTO ENTINTADO IR40T BICOLOR CLASSIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,96,,,000003570,96121090,,,,,99,,99
001477,ROLETE AUTO ENTINTADO IR30T CLASSIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,96,,,000003569,96121090,,,,,99,,99
001478,"SACO DE LIXO PRETO 50 L 0,05 C/ 100 PLASTIPAM",09/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,,39232110,,,,99,99,99,99
001479,"SACO DE LIXO PRETO 40 L 0,05 C/ 100 PLASTIPAM",09/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,,39232110,,,,99,99,99,99
001480,PINCEL P/ PINTURA CHATO No 0 LEOELEO,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004736,96033000,,,,99,99,99,99
001481,PASTA CARTOLINA A/E AM COLORPRES AMOART,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004747,48209000,,,,99,99,99,99
001482,PASTA CARTOLINA A/E LJ COLORPRES AMOART,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004749,48209000,,,,99,99,99,99
001483,PASTA CARTOLINA A/E RS COLORPRES AMOART,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004751,48209000,,,,99,99,99,99
001484,PASTA CARTOLINA C/G BR COLORPRES AMOART,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004753,48209000,,,,99,99,99,99
001485,SUPORTE P/ FITA ADESIVA GRANDE CARBRINK,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000005710,39261000,,,,,99,,99
001486,SUPORTE P/ FITA ADESIVA GRANDE JOCAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,,39261000,,,,,99,,99
001487,SUPORTE P/ FITA ADESIVA PEQUENO JOCAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,,39261000,,,,,99,,99
001488,LACRE DE SEGURANCA ESCADA 24CM QUALY,15/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,39,,,,39191010,,,,,99,,99
001489,OPALINE BRANCO A4 120G C/ 50 FLS,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000004771,48025710,,,,99,99,99,99
001490,PAPEL ADESIVO POST-IT 76X76 MM NOTE FIX,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,13 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005021,48201000,,,,,99,,99
001491,TECLADO ENTRADA PS2 PRETO PISC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","7,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84716052,,,,,99,,99
001492,PAPEL ADESIVO POST-IT 38X50 MM NOTE FIX,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,13 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005022,48201000,,,,,99,,99
001493,"ETIQUETA ADESIVA A4 33,9x101,6 C/100 PIMACO",16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,,48219000,,,,,99,,99
001494,TECLADO ENTRADA USB PRETO PISC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","7,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,000005538,84716052,,,,,99,,99
001495,FITA ADESIVA DUREX 12MMX33M TRANSP. 3M,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,,39191010,,,,99,99,99,99
001496,FITA MAGICA 12X33 3M,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000005109,39191090,,,,,99,,99
001497,TELA TRADICIONAL P/ PINTURA 35X50 CM ARTELA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,59,,,,59019000,,,,,99,,99
001498,TELA TRADICIONAL P/ PINTURA 40X50 CM ARTELA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,59,,,000004826,59019000,,,,,99,,99
001499,TELA TRADICIONAL P/ PINTURA 40X60 CM ARTELA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,59,,,,59019000,,,,,99,,99
001500,TELA TRADICIONAL P/ PINTURA 50X70 CM ARTELA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,59,,,,59019000,,,,,99,,99
001501,TERMOLINA LEITOSA C/500 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,39,,,,39041020,,,,,99,,99
001502,CLIPS No 1 C/100 UND. BACCHI,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000005013,83059000,,,,99,99,99,99
001503,TESOURA ESCOLAR CORES LEO E LEO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001504,TESOURA ESCOLAR PRETA TRAMOTINA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001505,COLA EM BASTAO 40 GRS. 3M,16/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000005403,35061090,,,,99,99,99,99
001506,TESOURA ESCOLAR CORES VARIADAS ADECK,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001507,TESOURA ESCOLAR PRETA LEO E LEO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","10,09 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,000004242,82130000,,,,,99,,99
001508,FITA CORRETIVA MAQ. ESCREVER CLASSIC,18/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","18,15 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,96,,,000004788,96121090,,,,,99,,99
001509,TESOURA ESCOLAR CORES VARIADAS TRAMOTINA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001510,"TESOURA 21 CM 8"" C. EMBORRACHADO BRW",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","10,09 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,000005871,82130000,,,,,99,,99
001511,"TESOURA 21 CM 8"" CABO PLASTICO JOCAR",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","10,09 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,000005481,82130000,,,,,99,,99
001512,"TESOURA 21 CM 8"" CABO PLASTICO MUNDIAL",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001513,FITA CORRIGIVEL IBM 6746/ 6783/ 761 CLASSIC,21/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004790,96121090,,,,99,99,99,99
001514,TESOURA 21 CM CABO PLASTICO TRAMONTINA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,000003719,82130000,,,,,99,,99
001515,"TESOURA 19,5 CM CABO PLASTICO JOCAR",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001516,TINTA ACRILICA FOSCA 250ML LARANJA ACRILEX,21/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000004793,32131000,,,,99,99,99,99
001517,TINTA ACRILICA FOSCA 250ML CREME ACRILEX,21/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000004797,32131000,,,,99,99,99,99
001518,TESOURA P/PICOTAR CLASSE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001519,TESOURA P/PICOTAR TRAMONTINA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
001520,FICHA PAUTADA 3x5 GRAFIMAR,23/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","14,40 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48209000,,,,99,99,99,99
001521,TINTA A OLEO CORES VARIADAS 20 ML GATO PRETO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,,32131000,,,,,99,,99
001522,ENVELOPE KRAFT 160 X 230 IPECOL,23/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004814,48171000,,,,99,99,99,99
001523,TINTA ACRIPUFF CORES VARIADAS 35 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003964,32131000,,,,,99,,99
001524,TINTA ALTO RELEVO C/GLITTER CORES VARIADAS ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000002922,32131000,,,,,99,,99
001525,ENVELOPE KRAFT 25X35 IPECOL,23/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004816,48171000,,,,99,99,99,99
001526,TINTA DIMENSIONAL C/GLITTER CORES VARIADAS ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","11,22 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003593,32131000,,,,,99,,99
001527,PAPEL A4 BRANCO 75G 210X297 MM C/500 FLS MAGNUM,25/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005387,48025610,,,,99,99,99,99
001528,TINTA GUACHE AM C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000002636,32131000,,,,,99,,99
001529,TINTA GUACHE AZ CELESTE C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003341,32131000,,,,,99,,99
001530,TINTA NANKIM VM FOGO 20ML ACRILEX,30/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000004823,32159000,,,,,99,,99
001531,TINTA GUACHE AZ ROYAL C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000004205,32131000,,,,,99,,99
001532,TINTA GUACHE BR C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000004115,32131000,,,,,99,,99
001533,TINTA GUACHE LAR C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003728,32131000,,,,,99,,99
001534,TINTA GUACHE MAG C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003768,32131000,,,,,99,,99
001535,TINTA GUACHE MR C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000002638,32131000,,,,,99,,99
001536,TINTA GUACHE PR C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000004009,32131000,,,,,99,,99
001537,TINTA GUACHE RS C/15ML. C/ 6 UN. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000003691,32131000,,,,,99,,99
001538,TINTA GUACHE VD BANDEIRA C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000002641,32131000,,,,,99,,99
001539,TINTA GUACHE VD FOLHA C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,,32131000,,,,,99,,99
001540,TINTA GUACHE VM C/250 GRS. GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000004206,32131000,,,,,99,,99
001541,TINTA GUACHE CORES C/250 ML GR EVIDENT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,,32131000,,,,,99,,99
001542,TINTA NANKIM VD BANDEIRA 20ML ACRILEX,30/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000004824,32159000,,,,,99,,99
001543,TINTA NANKIM PRETO 20ML ACRILEX,30/01/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000004825,32159000,,,,,99,,99
001544,TINTA NANKIM AZ. TURQUESA 20ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000004822,32159000,,,,,99,,99
001545,DETERGENTE LIQUIDO C/ 500ML ATOMIC,01/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,87 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,000004828,34022000,,,,99,99,99,99
001546,TINTA P/ CARIMBO AUTOMATICO CORES PREMIUM,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000004178,32159000,,,,,99,,99
001547,TINTA P/ CARIMBO AUTOMATICO COR VERMELHO PREMIUM,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,,32159000,,,,,99,,99
001548,TINTA P/ CARIMBO COR AZ JAPAN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000005736,32159000,,,,99,99,99,99
001549,TINTA P/ CARIMBO COR AZ PILOT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000003705,32159000,,,,99,99,99,99
001550,TINTA P/ CARIMBO COR PR JAPAN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000004728,32159000,,,,,99,,99
001551,TINTA P/ CARIMBO COR PR PILOT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000003706,32159000,,,,,99,,99
001552,TINTA P/ CARIMBO COR VD JAPAN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,,32159000,,,,,99,,99
001553,TINTA P/ CARIMBO COR VD PILOT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,,32159000,,,,,99,,99
001554,TINTA P/ CARIMBO COR VM JAPAN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000005732,32159000,,,,,99,,99
001555,TINTA P/ CARIMBO COR VM PILOT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000004600,32159000,,,,,99,,99
001556,TINTA P/ TECIDO CORES 250 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,02 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000005006,32131000,,,,,99,,99
001557,TINTA P/ TECIDO FOSCA CORES 37 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,02 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,000005384,32131000,,,,,99,,99
001558,DESINFETANTE LUIQ. FEROZ LAVANDA 5L,01/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,000005281,38089419,,,,99,99,99,99
001559,LAPIS COR 12 CORES KIT FABER CASTELL,01/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004834,96091000,,,,99,99,99,99
001560,TINTA PLASTICA CORES VARIADAS 37 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,,32131000,,,,,99,,99
001561,TINTA PVA CORES VARIADAS 250 ML ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,32,,,,32131000,,,,,99,,99
001562,SUPORTE ROLO PINT23PRESS ATLAS,06/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","5,60 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,73,,,000004836,73269090,,,,99,99,99,99
001563,TINTA SPRAY CORES VARIADAS 400 ML CHEMICOLOR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000004469,32082011,,,,,99,,99
001564,ROLO ESP.POLI 23CM TIGRE,06/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004838,96034010,,,,99,99,99,99
001565,ROLO ESP.POLI 15CM TIGRE,06/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004840,96034010,,,,99,99,99,99
001566,ROLO ESP.POLI 05CM TIGRE,06/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004842,96034010,,,,99,99,99,99
